listing_id,description,room_type,formatted_description,formatted_room_type
106363,Bright Room With A Great River View,PRIVATE ROOM,Bright Room With A Great River View,private room
106647,Tree lined block modern apartment,Entire home/apt,Tree lined block modern apartment,entire home/apt
107630,Sweet Historic Greenpoint Duplex,ENTIRE HOME/APT,Sweet Historic Greenpoint Duplex,entire home/apt
107895,Riverside Charm with Fire Place,Entire home/apt,Riverside Charm with Fire Place,entire home/apt
110739,"Very Central, Nomad/Chelsea Loft Studio",entire home/apt,"Very Central, Nomad/Chelsea Loft Studio",entire home/apt
112435,ALL ABOUT A VERY COMFORTABLE ROOM..,Private room,ALL ABOUT A VERY COMFORTABLE ROOM..,private room
113265,Brooklyn- Crown Heights Garden Apt.,Private room,Brooklyn- Crown Heights Garden Apt.,private room
113945,Cozy room in Time Square!,private room,Cozy room in Time Square!,private room
114123,Large Park Slope Townhouse Duplex,Entire home/apt,Large Park Slope Townhouse Duplex,entire home/apt
114229,Lower East Side 2 Bedroom Apt,Entire home/apt,Lower East Side 2 Bedroom Apt,entire home/apt
115535,Sun-Drenched Hamilton Hts Jewel,Private room,Sun-Drenched Hamilton Hts Jewel,private room
115678,Your Stunning Vacation Apartment!,Entire home/apt,Your Stunning Vacation Apartment!,entire home/apt
115748,1 BDRM Apt-Weekend Sublease,Entire home/apt,1 BDRM Apt-Weekend Sublease,entire home/apt
116940,ROOM WITH A  KITCHENETTE,entire home/apt,ROOM WITH A KITCHENETTE,entire home/apt
118061,Style in Stuyvesant Heights,Entire home/apt,Style in Stuyvesant Heights,entire home/apt
118430,Heart of Meatpacking & Chelsea,Private room,Heart of Meatpacking & Chelsea,private room
120362,Williamsburg apartment right by the subway,entire home/apt,Williamsburg apartment right by the subway,entire home/apt
121687,Spacious Brooklyn Loft - 2 Bedroom,Entire home/apt,Spacious Brooklyn Loft - 2 Bedroom,entire home/apt
123784,NYC Studio for Rent in Townhouse,Entire home/apt,NYC Studio for Rent in Townhouse,entire home/apt
125053,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,Entire home/apt,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,entire home/apt
125163,Authentic New York City Living,Private room,Authentic New York City Living,private room
125594,SUPER BIG AND COZY PRIVATE BEDROOM,private room,SUPER BIG AND COZY PRIVATE BEDROOM,private room
126443,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,entire home/apt,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,entire home/apt
128975,City Room - Street View Apt,ENTIRE HOME/APT,City Room - Street View Apt,entire home/apt
131154,Cozy and Bright One Bedroom in BK,Entire home/apt,Cozy and Bright One Bedroom in BK,entire home/apt
132516,Forest Hills Apt minutes to midtown Manhattan,Entire home/apt,Forest Hills Apt minutes to midtown Manhattan,entire home/apt
133025,Midtown cozy convenient,PRIVATE ROOM,Midtown cozy convenient,private room
134934,Prime Williamsburg Apartment,entire home/apt,Prime Williamsburg Apartment,entire home/apt
135393,"Private, spacious room in Brooklyn",Private room,"Private, spacious room in Brooklyn",private room
135465,Garden apartment close to Manhattan,Entire home/apt,Garden apartment close to Manhattan,entire home/apt
136493,Stunning arty 3200sf 3FLR+3BR townhome w/terrace,Entire home/apt,Stunning arty 3200sf 3FLR+3BR townhome w/terrace,entire home/apt
139624,"Spacious,Sunny, private one bedroom",Entire home/apt,"Spacious,Sunny, private one bedroom",entire home/apt
140133,Truly Amazing Oasis In The City,entire home/apt,Truly Amazing Oasis In The City,entire home/apt
140973,"East Village, King-Sized, Charmer",ENTIRE HOME/APT,"East Village, King-Sized, Charmer",entire home/apt
141154,Affordable Furnished Apartment,Entire home/apt,Affordable Furnished Apartment,entire home/apt
141984,Charming Nolita Apartment!!,entire home/apt,Charming Nolita Apartment!!,entire home/apt
144087,LUXURY OF THE HORIZON,entire home/apt,LUXURY OF THE HORIZON,entire home/apt
146754,Three-bedroom house in a quiet neighborhood,entire home/apt,Three-bedroom house in a quiet neighborhood,entire home/apt
147586,Beautiful Duplex w/Private Garden,entire home/apt,Beautiful Duplex w/Private Garden,entire home/apt
148259,Garage Designer Loft,entire home/apt,Garage Designer Loft,entire home/apt
148825,Best City Area Columbia U Upper West Side C Park,Entire home/apt,Best City Area Columbia U Upper West Side C Park,entire home/apt
149777,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,ENTIRE HOME/APT,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,entire home/apt
150804,Lower East Side 2 Bed Apt.,Entire home/apt,Lower East Side 2 Bed Apt.,entire home/apt
151199,Astoria-Private Home NYC-,Entire home/apt,Astoria-Private Home NYC-,entire home/apt
152078,CHARMING PRIVATE BEDROOM EAST VILLAGE,Private room,CHARMING PRIVATE BEDROOM EAST VILLAGE,private room
152259,City Room - Semi Private Bedroom,Private room,City Room - Semi Private Bedroom,private room
152263,Cozy apartment in a brownstone,ENTIRE HOME/APT,Cozy apartment in a brownstone,entire home/apt
153405,Greenpoint Spacious Loft,entire home/apt,Greenpoint Spacious Loft,entire home/apt
153780,Private E. Village Townhouse Stay,Private room,Private E. Village Townhouse Stay,private room
155296,Incredible Prime Williamsburg Loft!,Entire home/apt,Incredible Prime Williamsburg Loft!,entire home/apt
157673,Large  Loft Style  Studio  Space,entire home/apt,Large Loft Style Studio Space,entire home/apt
158176,Entire Apt in Heart of Williamsburg,ENTIRE HOME/APT,Entire Apt in Heart of Williamsburg,entire home/apt
158290,Clinton Hill + Free Coffee = #smile,Private room,Clinton Hill + Free Coffee = #smile,private room
158955,PRIVATE and SUNNY Williamsburg Apt!,ENTIRE HOME/APT,PRIVATE and SUNNY Williamsburg Apt!,entire home/apt
159749,Purple Room for 2/3 in brownstone $1450 per month,private room,Purple Room for 2/3 in brownstone $1450 per month,private room
159815,Red Room for two in Brownstone for $1355/mo,PRIVATE ROOM,Red Room for two in Brownstone for $1355/mo,private room
159913,"Chelsea living, 2BR best location",Private room,"Chelsea living, 2BR best location",private room
160609,LOCATION LOCATION LOCATION UWS 60's,Entire home/apt,LOCATION LOCATION LOCATION UWS 60's,entire home/apt
160994,In the heart of East Village,ENTIRE HOME/APT,In the heart of East Village,entire home/apt
161366,Sunny 15min to Manhattan LADY only,Private room,Sunny 15min to Manhattan LADY only,private room
161996,Manhattan Penthouse-Max.12 guests,ENTIRE HOME/APT,Manhattan Penthouse-Max.12 guests,entire home/apt
162508,Beautiful Brooklyn Oasis,entire home/apt,Beautiful Brooklyn Oasis,entire home/apt
163809,Cool & Spacious Harlem Artist Flat,Entire home/apt,Cool & Spacious Harlem Artist Flat,entire home/apt
163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,Entire home/apt,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,entire home/apt
163836,Greenpoint Loft / Le Chez Andrea,PRIVATE ROOM,Greenpoint Loft / Le Chez Andrea,private room
164989,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",private room,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",private room
165461,Couldn't Be Closer To Columbia Uni2,Private room,Couldn't Be Closer To Columbia Uni2,private room
165824,Lady only Curtain-divided room,private room,Lady only Curtain-divided room,private room
166172,LG Private Room/Family Friendly,private room,LG Private Room/Family Friendly,private room
166541,Spacious Quiet rm - 20mins to Midtown,private room,Spacious Quiet rm - 20mins to Midtown,private room
167482,Charming upper west side apartment,ENTIRE HOME/APT,Charming upper west side apartment,entire home/apt
168084,Light-filled East Village Delight,ENTIRE HOME/APT,Light-filled East Village Delight,entire home/apt
168123,"Sunny, quiet, legal homelike suite-Pk Slope South",Entire home/apt,"Sunny, quiet, legal homelike suite-Pk Slope South",entire home/apt
169002,Modern Space in Charming Pre-war,Private room,Modern Space in Charming Pre-war,private room
169306,Affordable & Cozy,PRIVATE ROOM,Affordable & Cozy,private room
169464,Creative Vintage Loft in S. Williamsburg,ENTIRE HOME/APT,Creative Vintage Loft in S. Williamsburg,entire home/apt
170761,"Fort Greene, Brooklyn: Front Bedroom",Private room,"Fort Greene, Brooklyn: Front Bedroom",private room
173072,Cozy Pre-War Harlem Apartment,Shared room,Cozy Pre-War Harlem Apartment,shared room
173151,spacious studio,Private room,spacious studio,private room
173742,"Elegant 2-BR duplex, Union Square",Entire home/apt,"Elegant 2-BR duplex, Union Square",entire home/apt
176653,East Village bedroom w rooftop,private room,East Village bedroom w rooftop,private room
176962,Williamsburg Home Away From Home!,entire home/apt,Williamsburg Home Away From Home!,entire home/apt
177421,Brand New Beautiful Duplex Apartment with Garden,Entire home/apt,Brand New Beautiful Duplex Apartment with Garden,entire home/apt
177495,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",entire home/apt,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",entire home/apt
177606,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,Entire home/apt,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,entire home/apt
179670,High-end doorman bldg in the LES,Private room,High-end doorman bldg in the LES,private room
179741,Spring & Mulberry 2 Bedroom Apartment,Entire home/apt,Spring & Mulberry 2 Bedroom Apartment,entire home/apt
180792,Modern Garden Apartment in NYC,Entire home/apt,Modern Garden Apartment in NYC,entire home/apt
181972,Gorgeous Entire Manhattan Townhouse,ENTIRE HOME/APT,Gorgeous Entire Manhattan Townhouse,entire home/apt
182069,Cozy studio Apartment in Upper East,entire home/apt,Cozy studio Apartment in Upper East,entire home/apt
182095,Historic classic central cozy Village clean NYU,Entire home/apt,Historic classic central cozy Village clean NYU,entire home/apt
182177,A PRIVATE FLAT / APARTMENT- $SPECIAL$,ENTIRE HOME/APT,A PRIVATE FLAT / APARTMENT- $SPECIAL$,entire home/apt
182649,Williamsburg bedroom by Bedford Ave,Private room,Williamsburg bedroom by Bedford Ave,private room
185266,Clean and bright with a comfortable atmosphere,Private room,Clean and bright with a comfortable atmosphere,private room
187566,Historic Brooklyn Studio Apartment,entire home/apt,Historic Brooklyn Studio Apartment,entire home/apt
189135,Hell's Kitchen Funky 80's Hideaway!,Private room,Hell's Kitchen Funky 80's Hideaway!,private room
189732,Family & Friends in New York City,ENTIRE HOME/APT,Family & Friends in New York City,entire home/apt
189787,Spacious & Comfy BK Brownstone,Entire home/apt,Spacious & Comfy BK Brownstone,entire home/apt
190267,Large Luxury Upper East Side Studio,entire home/apt,Large Luxury Upper East Side Studio,entire home/apt
190542,Chateau Style Brooklyn Loft for Singles or Couples,Entire home/apt,Chateau Style Brooklyn Loft for Singles or Couples,entire home/apt
190968,Lovely Brooklyn Brownstone 1BR!,Entire home/apt,Lovely Brooklyn Brownstone 1BR!,entire home/apt
190974,Beautiful Grdn. Apt. in Park Slope,Entire home/apt,Beautiful Grdn. Apt. in Park Slope,entire home/apt
191075,Sun-drenched East Village Penthouse,private room,Sun-drenched East Village Penthouse,private room
193105,Columbus Circle Luxury Bldg - Private Room&Bath,PRIVATE ROOM,Columbus Circle Luxury Bldg - Private Room&Bath,private room
193393,"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",Private room,"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",private room
195123,"Cheerful, comfortable room",PRIVATE ROOM,"Cheerful, comfortable room",private room
195233,Hospitality on Propsect Pk-12 yrs Hosting Legally!,private room,Hospitality on Propsect Pk-12 yrs Hosting Legally!,private room
195240,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",PRIVATE ROOM,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",private room
195971,2 Beds over Bed-Stuy,Entire home/apt,2 Beds over Bed-Stuy,entire home/apt
195989,"Sunny, Large, Park Slope Bedroom",Private room,"Sunny, Large, Park Slope Bedroom",private room
197155,Quiet Jr Alcove Near Times Square!,Entire home/apt,Quiet Jr Alcove Near Times Square!,entire home/apt
197753,Large room in elevator drman bldg,private room,Large room in elevator drman bldg,private room
197942,"Comfy, Cozy, Brooklyn close to Manhattan",Entire home/apt,"Comfy, Cozy, Brooklyn close to Manhattan",entire home/apt
199195,Modern Bedroom in Hamilton Heights,PRIVATE ROOM,Modern Bedroom in Hamilton Heights,private room
199312,Sunny Space in Williamsburg,Private room,Sunny Space in Williamsburg,private room
201992,Serene Park Slope Garden Apartment,Entire home/apt,Serene Park Slope Garden Apartment,entire home/apt
204065,St. James Pl Garden Studio 1block to PRATT &Gtrain,entire home/apt,St. James Pl Garden Studio 1block to PRATT &Gtrain,entire home/apt
204959,Comfortable. Spacious. Private Room.,Private room,Comfortable. Spacious. Private Room.,private room
205043,Modern Condo in Midtown,private room,Modern Condo in Midtown,private room
205485,Ideal Brooklyn Brownstone Apartment,entire home/apt,Ideal Brooklyn Brownstone Apartment,entire home/apt
205735,"A Cozy Oasis in Bushwick, NY",Private room,"A Cozy Oasis in Bushwick, NY",private room
205867,Private Entrance - Private Parking,Entire home/apt,Private Entrance - Private Parking,entire home/apt
206071,Yankee Stadium Oasis 2 stops to Manhattan!,Private room,Yankee Stadium Oasis 2 stops to Manhattan!,private room
206772,Williamsburg Exposed Brick Loft,Entire home/apt,Williamsburg Exposed Brick Loft,entire home/apt
208889,Welcome to Brooklyn! Bed-Stuy,ENTIRE HOME/APT,Welcome to Brooklyn! Bed-Stuy,entire home/apt
209310,Sunnyside NYC/ AC room/ city views/ near Midtown,private room,Sunnyside NYC/ AC room/ city views/ near Midtown,private room
211974,East Village House -- Unique!,entire home/apt,East Village House -- Unique!,entire home/apt
212109,2-bedroom share in heart of Greenwich Village!,Private room,2-bedroom share in heart of Greenwich Village!,private room
212178,1 Bedroom Pre War apt,entire home/apt,1 Bedroom Pre War apt,entire home/apt
213272,CreaTive Live-In Artspace/Birdsnest,private room,CreaTive Live-In Artspace/Birdsnest,private room
215560,"Sunny, calm room in Victorian home",Private room,"Sunny, calm room in Victorian home",private room
215784,Modern Unique Studio in NYC,Entire home/apt,Modern Unique Studio in NYC,entire home/apt
215907,"2 Bed, 2 Bath Apartment on Central Park West",Entire home/apt,"2 Bed, 2 Bath Apartment on Central Park West",entire home/apt
218358,Your Haven in the Upper West Side,PRIVATE ROOM,Your Haven in the Upper West Side,private room
219066,"Wonderful Studio In Brooklyn, NY!!!",Entire home/apt,"Wonderful Studio In Brooklyn, NY!!!",entire home/apt
219922,"Lovely Bdr in Harlem, Manhattan",PRIVATE ROOM,"Lovely Bdr in Harlem, Manhattan",private room
220351,THE BEST DEAL ON THE HUDSON RIVER!!,Private room,THE BEST DEAL ON THE HUDSON RIVER!!,private room
220946,Newly Reno’d Chic Quiet Exec 1BR,entire home/apt,Newly Reno’d Chic Quiet Exec 1BR,entire home/apt
221097,Large Artist Floorthru- Greenpoint,Entire home/apt,Large Artist Floorthru- Greenpoint,entire home/apt
221618,Gorgeous PermaGO Private Room in FiDi - 1/2,Private room,Gorgeous PermaGO Private Room in FiDi - 1/2,private room
222304,BEST DEAL IN CHELSEA 1 bdrm NYC,Entire home/apt,BEST DEAL IN CHELSEA 1 bdrm NYC,entire home/apt
223930,Lovely Apartment,Entire home/apt,Lovely Apartment,entire home/apt
225306,Charming room in Victorian home,PRIVATE ROOM,Charming room in Victorian home,private room
225887,Brooklyn B & B close to Manhattan,Private room,Brooklyn B & B close to Manhattan,private room
225926,The Notorious B.N.B. { The Erhart },Private room,The Notorious B.N.B. { The Erhart },private room
225976,Sunny cozy multileveled apartment!,entire home/apt,Sunny cozy multileveled apartment!,entire home/apt
226021,Sunny 2 bedroom Williamsburg Duplex w/ 3 beds,Entire home/apt,Sunny 2 bedroom Williamsburg Duplex w/ 3 beds,entire home/apt
227715,ROOM WITH KITCHENETTE #2,Entire home/apt,ROOM WITH KITCHENETTE #2,entire home/apt
227735,Alpha-Bet City entire floor large cool 2br -L.E.S,Entire home/apt,Alpha-Bet City entire floor large cool 2br -L.E.S,entire home/apt
228317,"Your Haven Awaits At ""Emma's Place""",entire home/apt,"Your Haven Awaits At ""Emma's Place""",entire home/apt
228496,"Spacious, Kid-Friendly 2 BR in West Village",ENTIRE HOME/APT,"Spacious, Kid-Friendly 2 BR in West Village",entire home/apt
228517,Great Bedroom in Downtown Manhattan,Private room,Great Bedroom in Downtown Manhattan,private room
